tick,blue,yellow,green
0,0,0,0
1,0,0,0
2,0,0,0
3,0,2,0
4,0,4,0
5,0,5,0
6,0,5,0
7,2,3,2
8,2,3,3
9,2,3,3
10,2,3,4
11,2,4,4
12,2,4,4
13,2,4,4
14,2,4,4
15,2,4,4
16,2,4,5
17,1,7,5
18,1,7,5
19,1,7,5
20,1,8,5
21,1,8,5
22,2,8,5
23,2,9,5
24,2,9,5
25,0,8,9
26,0,9,9
27,0,9,9
28,1,8,9
29,2,8,9
30,1,7,11
31,0,6,13
32,0,6,13
33,0,8,13
34,0,9,13
35,0,11,13
36,0,11,13
37,0,11,13
38,0,11,13
39,0,11,13
40,0,12,14
41,0,12,16
42,0,12,16
43,0,12,16
44,1,11,17
45,3,7,21
46,3,7,21
47,5,5,23
48,5,4,26
49,6,4,26
50,6,4,27
51,7,3,27
52,6,2,29
53,6,2,30
54,6,2,31
55,6,2,32
56,6,2,33
57,6,2,34
58,6,2,35
59,6,2,36
60,6,2,37
61,6,2,40
62,6,2,40
63,6,2,40
64,6,2,41
65,6,2,41
66,5,1,43
67,5,1,44
68,5,1,45
