tick,blue,yellow,green
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,2,0,0
5,4,0,0
6,7,0,0
7,7,0,0
8,7,0,0
9,7,0,0
10,8,0,0
11,9,0,0
12,9,0,0
13,9,0,0
14,9,0,0
15,9,0,0
16,9,0,0
17,9,0,0
18,11,0,0
19,12,0,0
20,12,0,0
21,12,0,0
22,12,0,0
23,12,0,0
24,12,0,0
25,12,0,0
26,12,0,0
27,13,0,0
28,13,0,0
29,14,0,0
30,14,0,0
31,14,0,0
32,14,0,0
33,14,0,0
34,14,0,0
35,14,0,0
36,13,1,0
37,12,3,0
38,10,3,2
39,9,5,3
40,8,5,5
41,7,5,7
42,8,5,7
43,7,4,9
44,6,3,11
45,6,3,11
46,7,3,12
47,7,3,12
48,8,3,13
49,8,3,13
50,8,3,13
51,6,5,14
52,6,5,14
53,4,4,18
54,4,4,19
55,4,4,20
56,4,4,20
57,4,4,20
58,4,4,20
59,4,4,20
60,4,4,21
61,5,3,21
62,5,3,21
63,6,3,21
64,7,2,23
65,7,2,23
66,7,2,23
67,7,3,23
68,7,3,23
69,7,3,24
70,4,3,28
71,4,3,29
72,4,3,29
73,4,3,30
74,4,3,30
75,4,3,30
76,3,2,32
