tick,blue,yellow,green
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,1,1,0
8,2,5,0
9,3,5,0
10,7,2,4
11,6,1,7
12,6,1,8
13,6,1,8
14,6,1,8
15,6,1,8
16,6,1,10
17,6,1,10
18,6,1,10
19,6,1,10
20,6,1,10
21,5,0,12
22,5,0,12
23,6,0,12
24,7,0,12
25,7,0,12
26,8,0,12
27,8,0,12
28,8,0,12
29,8,0,12
30,8,0,12
31,8,0,12
32,8,0,12
33,8,0,12
34,8,0,12
35,7,1,12
36,7,1,12
37,6,1,14
38,5,0,17
39,5,0,17
40,5,0,17
41,5,0,17
42,6,0,17
43,6,0,17
44,8,0,17
45,8,0,17
46,8,0,17
47,8,0,17
48,8,0,17
49,8,0,17
50,9,0,18
51,9,0,18
52,9,0,18
53,9,0,18
54,9,0,18
