tick,blue,yellow,green
0,0,0,0
1,0,0,0
2,4,0,0
3,5,0,0
4,6,0,0
5,6,0,0
6,6,0,0
7,4,2,4
8,1,1,11
9,0,0,14
10,0,0,16
11,0,0,16
12,0,0,16
13,0,0,16
14,0,0,16
15,0,0,16
16,0,0,16
17,0,0,16
18,0,0,16
19,1,0,16
20,1,0,16
21,1,0,16
22,2,0,16
23,3,0,16
24,3,0,16
25,4,0,16
26,4,0,16
27,4,0,17
28,4,0,19
29,4,0,19
30,4,0,21
31,5,0,24
32,5,0,24
33,3,3,24
34,2,4,24
35,2,4,24
36,2,4,25
37,2,4,26
38,2,5,27
39,2,6,27
40,1,5,29
41,2,4,29
42,2,2,32
43,1,1,35
44,1,1,38
45,1,1,39
46,1,1,40
47,1,1,40
48,1,1,40
49,1,1,41
50,1,1,41
51,1,1,41
