tick,blue,yellow,green
0,0,0,0
1,0,0,0
2,0,0,0
3,0,2,0
4,0,3,0
5,0,5,0
6,2,5,0
7,2,5,0
8,3,5,0
9,3,5,0
10,2,2,4
11,4,0,4
12,5,1,4
13,5,1,4
14,5,1,4
15,5,2,4
16,5,3,4
17,6,3,4
18,6,3,4
19,6,3,4
20,6,3,4
21,9,3,4
22,10,1,6
23,9,0,8
24,9,0,9
25,9,0,9
26,10,0,9
27,11,0,9
28,11,0,9
29,13,0,9
30,14,0,9
31,14,0,10
32,14,0,10
33,14,0,10
34,14,0,10
35,13,2,10
36,12,1,12
37,13,1,12
38,13,1,12
39,14,1,12
40,14,1,12
41,13,0,14
42,13,0,15
43,13,0,16
44,13,0,16
45,13,0,16
46,13,0,16
47,13,0,16
48,13,0,16
49,13,0,16
50,13,0,16
51,13,0,16
52,13,0,16
53,13,0,16
54,13,0,16
55,14,0,16
56,13,1,17
57,13,1,17
