tick,blue,yellow,green
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,2,0,0
6,2,0,0
7,3,3,0
8,3,5,0
9,3,5,0
10,4,5,0
11,2,3,4
12,2,3,4
13,2,2,6
14,3,2,6
15,2,1,8
16,2,2,8
17,2,2,9
18,2,1,12
19,2,2,13
20,2,2,16
21,2,2,16
22,2,2,16
23,2,4,17
24,3,3,17
25,3,3,18
26,3,3,19
27,2,4,20
28,1,5,21
29,1,5,21
30,1,5,21
31,0,6,21
32,0,6,21
33,0,6,21
34,0,6,21
35,0,7,21
36,0,8,24
37,0,8,25
38,0,8,26
39,0,8,27
40,0,8,29
41,1,7,29
42,0,6,31
43,0,6,31
44,0,6,32
45,0,6,34
46,1,5,35
47,3,4,37
48,3,4,37
49,4,4,37
50,4,4,37
51,4,4,37
52,4,4,37
53,4,4,39
54,4,4,40
55,4,4,40
56,4,4,41
57,4,4,41
58,4,4,41
59,4,4,41
60,4,4,41
61,4,4,41
62,5,4,41
63,5,4,41
64,4,3,43
65,4,3,43
66,5,3,43
67,6,3,43
