tick,blue,yellow,green
0,0,0,0
1,0,0,0
2,0,0,0
3,0,1,0
4,0,2,0
5,0,6,0
6,0,6,0
7,0,7,0
8,0,7,0
9,0,8,0
10,0,8,0
11,1,8,0
12,1,8,0
13,1,8,0
14,0,7,2
15,0,7,2
16,0,10,2
17,0,12,3
18,1,11,3
19,1,11,3
20,1,12,3
21,1,13,4
22,1,13,5
23,2,13,5
24,1,11,9
25,1,11,9
26,1,12,9
27,1,12,9
28,1,13,9
29,1,13,9
30,1,13,9
31,1,13,10
32,1,13,11
33,1,11,16
34,1,12,17
35,1,8,26
36,1,9,26
37,1,9,26
38,1,9,26
39,0,10,26
40,0,11,27
41,0,11,27
42,1,10,27
43,1,10,27
44,3,9,27
45,4,9,27
46,7,9,27
47,7,9,28
48,8,9,28
49,7,8,30
50,7,8,32
51,7,8,32
52,5,8,34
53,4,9,34
54,3,8,38
55,3,8,38
56,3,8,38
57,4,8,38
58,4,8,39
59,3,7,43
