tick,blue,yellow,green
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,3,0
9,0,4,0
10,0,6,0
11,0,6,0
12,0,6,0
13,0,6,0
14,0,6,0
15,0,6,0
16,0,7,0
17,0,8,0
18,0,10,0
19,1,9,2
20,2,9,2
21,2,9,4
22,3,9,4
23,3,9,4
24,3,9,4
25,3,9,4
26,3,9,4
27,3,9,4
28,3,9,4
29,3,9,4
30,3,9,4
31,3,9,4
32,2,8,6
33,2,8,6
34,2,8,6
35,2,8,6
36,2,8,6
37,2,8,6
38,2,8,6
39,2,8,6
40,2,8,6
41,2,8,6
42,2,8,6
43,2,8,6
44,2,8,6
45,1,7,8
46,1,7,8
47,1,7,8
48,1,7,8
49,1,7,8
50,1,7,8
51,1,7,8
52,1,7,8
53,1,7,8
54,1,7,8
55,1,7,8
56,1,7,8
57,1,7,9
58,1,7,9
59,1,7,9
