tick,blue,yellow,green
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,1,0
5,0,7,0
6,0,7,0
7,1,7,0
8,1,7,0
9,3,7,0
10,4,8,0
11,3,6,4
12,3,6,4
13,4,6,4
14,7,5,4
15,6,4,6
16,5,5,8
17,5,5,8
18,5,5,8
19,5,5,8
20,5,5,8
21,5,5,8
22,5,5,8
23,5,5,8
24,6,4,10
25,6,2,13
26,6,1,15
27,6,1,17
28,6,1,17
29,6,1,17
30,6,1,17
31,6,1,17
32,6,1,17
33,6,1,17
34,6,0,19
35,6,0,21
36,6,0,21
37,6,0,21
38,6,0,21
39,5,1,22
40,5,1,22
41,5,1,22
42,5,1,22
43,5,1,22
44,4,2,22
45,4,2,22
46,4,2,22
47,4,2,22
48,3,4,22
49,3,4,24
50,3,5,26
51,4,5,26
52,4,5,26
53,4,5,26
54,4,5,27
55,4,5,27
56,4,5,28
57,4,5,28
