tick,blue,yellow,green
0,0,0,0
1,0,0,0
2,0,0,0
3,0,4,0
4,0,4,0
5,0,6,0
6,0,6,0
7,1,7,0
8,1,7,0
9,2,7,0
10,1,6,4
11,2,8,5
12,2,8,6
13,2,8,6
14,2,8,6
15,1,7,8
16,1,8,8
17,1,8,8
18,1,9,10
19,1,9,11
20,1,9,11
21,0,8,13
22,0,8,13
23,0,8,13
24,0,8,13
25,0,8,13
26,0,8,13
27,0,8,13
28,0,8,13
29,0,8,13
30,0,8,13
31,0,8,13
32,0,8,13
33,0,8,13
34,0,8,14
35,0,8,18
36,0,8,18
37,0,8,19
38,0,8,19
39,0,8,19
40,0,8,19
41,0,8,20
42,0,6,22
43,0,6,23
44,0,6,23
45,0,6,23
46,0,6,23
47,0,6,23
48,0,6,23
49,0,6,23
50,0,6,23
51,0,6,23
52,0,6,23
53,0,6,24
54,0,6,24
55,0,6,26
56,0,6,26
57,0,6,26
58,0,6,27
59,1,5,27
60,1,5,27
61,1,5,27
62,2,5,27
63,2,5,27
64,2,5,27
65,2,5,27
66,2,5,27
67,1,4,29
68,1,4,29
69,1,4,29
70,1,4,29
