tick,blue,yellow,green
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,2,0,0
5,2,0,0
6,5,0,0
7,7,0,0
8,7,0,0
9,8,0,0
10,8,0,0
11,10,0,0
12,10,0,0
13,10,0,0
14,10,0,0
15,10,0,0
16,10,0,0
17,10,0,0
18,11,0,0
19,12,0,0
20,13,0,0
21,15,0,0
22,15,0,0
23,15,0,0
24,15,0,0
25,15,0,0
26,15,0,0
27,15,0,0
28,15,0,0
29,16,0,0
30,16,0,0
31,17,0,0
32,18,0,0
33,18,0,0
34,18,0,0
35,18,0,0
36,16,2,0
37,16,2,0
38,14,2,2
39,13,1,4
40,15,1,7
41,14,1,9
42,12,3,10
43,9,3,14
44,9,3,14
45,11,3,14
46,11,3,15
47,11,3,15
48,11,4,16
49,11,4,17
50,12,3,18
51,11,2,20
52,10,1,23
53,10,3,23
54,10,3,23
55,10,3,23
56,9,2,25
57,9,2,25
58,9,2,25
59,9,2,25
60,9,2,25
61,9,3,25
62,9,3,26
63,8,4,29
64,8,4,31
65,8,4,31
66,7,3,33
67,7,3,33
68,7,3,34
69,7,3,35
