tick,blue,yellow,green
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,4,0
7,0,7,0
8,0,11,0
9,1,14,0
10,1,15,0
11,1,12,4
12,1,12,5
13,2,12,6
14,2,12,6
15,1,11,8
16,1,11,8
17,1,11,11
18,1,11,11
19,1,11,11
20,1,11,11
21,1,11,11
22,1,11,11
23,0,12,11
24,0,12,11
25,0,12,11
26,0,12,11
27,0,12,11
28,0,12,11
29,0,12,11
30,0,12,11
31,0,12,11
32,0,12,11
33,0,12,11
34,0,13,12
35,1,12,13
36,1,13,13
37,1,13,13
38,2,13,13
39,3,13,13
40,4,13,13
41,4,14,13
42,4,15,14
43,0,19,17
44,0,19,17
45,0,19,17
46,0,20,18
47,0,20,18
48,0,21,19
49,0,23,23
50,0,24,23
51,0,24,23
52,0,21,27
53,0,21,28
54,2,16,33
55,0,14,37
56,1,11,39
57,1,11,39
