tick,blue,yellow,green,uninformed
0,6,7,0,237
1,6,8,0,236
2,7,12,0,231
3,8,13,0,229
4,10,16,0,224
5,11,19,0,220
6,13,22,0,215
7,15,23,0,212
8,14,26,1,209
9,15,29,1,205
10,16,30,2,202
11,18,32,2,198
12,19,35,3,193
13,20,36,3,191
14,22,38,4,186
15,22,41,4,183
16,23,44,4,179
17,23,47,4,176
18,23,50,5,172
19,26,52,5,167
20,27,53,5,165
21,30,54,5,161
22,30,56,5,159
23,33,58,5,154
24,35,58,7,150
25,39,59,7,145
26,43,61,7,139
27,42,65,9,134
28,45,66,9,130
29,47,67,10,126
30,48,68,11,123
31,49,68,13,120
32,49,69,14,118
33,53,68,15,114
34,53,69,17,111
35,55,69,18,108
36,55,69,19,107
37,56,71,19,104
38,59,71,21,99
39,60,74,21,95
40,63,72,23,92
41,66,70,27,87
42,66,70,29,85
43,66,69,32,83
44,69,69,33,79
45,68,68,36,78
46,72,66,39,73
47,72,67,40,71
48,72,69,42,67
49,73,70,43,64
50,73,70,44,63
51,73,70,44,63
52,73,73,45,59
53,72,76,46,56
54,74,78,46,52
55,75,79,47,49
56,75,79,50,46
57,75,81,52,42
58,79,79,54,38
59,77,79,56,38
60,76,79,57,38
61,77,80,57,36
62,76,82,58,34
63,78,83,58,31
64,78,82,61,29
65,78,82,64,26
66,75,82,68,25
67,75,83,69,23
68,72,83,74,21
69,72,82,76,20
70,69,78,84,19
71,68,76,87,19
72,67,76,88,19
73,66,76,90,18
74,66,76,91,17
75,64,76,95,15
76,64,76,96,14
77,65,76,96,13
78,65,76,97,12
79,65,75,98,12
80,58,74,107,11
81,58,74,109,9
82,56,72,115,7
83,53,72,118,7
84,50,73,122,5
85,48,71,127,4
86,47,70,130,3
87,44,70,133,3
88,43,69,135,3
89,41,69,138,2
90,39,69,140,2
91,36,68,144,2
92,35,68,146,1
93,35,65,149,1
94,34,64,151,1
95,33,63,153,1
96,33,58,158,1
97,32,56,161,1
98,32,56,161,1
99,31,55,163,1
100,29,54,166,1
101,29,51,169,1
102,28,49,172,1
103,27,48,174,1
104,26,48,175,1
105,26,48,175,1
106,25,46,178,1
107,24,44,181,1
108,24,39,186,1
109,22,39,188,1
110,19,39,191,1
111,17,38,194,1
112,16,37,196,1
113,16,37,196,1
114,16,37,196,1
115,16,34,199,1
116,15,30,204,1
117,12,30,207,1
118,10,30,209,1
119,9,28,212,1
120,8,25,217,0
121,6,23,221,0
122,4,23,223,0
123,4,22,224,0
124,4,22,224,0
125,4,20,226,0
126,4,19,227,0
127,3,17,230,0
128,3,16,231,0
129,3,16,231,0
130,3,16,231,0
131,3,13,234,0
132,3,13,234,0
133,3,11,236,0
134,3,11,236,0
135,3,10,237,0
136,2,10,238,0
137,2,10,238,0
138,2,9,239,0
139,2,7,241,0
140,2,7,241,0
141,2,7,241,0
142,2,7,241,0
143,2,6,242,0
144,2,6,242,0
145,2,6,242,0
146,2,6,242,0
147,2,6,242,0
148,2,5,243,0
149,2,4,244,0
150,2,4,244,0
151,2,4,244,0
152,1,3,246,0
153,1,3,246,0
154,1,2,247,0
155,1,2,247,0
