tick,blue,yellow,green,uninformed
0,7,6,0,237
1,9,6,0,235
2,10,7,0,233
3,11,8,0,231
4,11,8,1,230
5,12,9,2,227
6,13,10,2,225
7,14,10,2,224
8,16,12,2,220
9,18,13,2,217
10,19,14,3,214
11,21,14,3,212
12,22,15,4,209
13,22,16,4,208
14,24,16,4,206
15,25,17,4,204
16,26,21,4,199
17,25,23,5,197
18,25,24,6,195
19,26,25,6,193
20,28,25,6,191
21,27,26,9,188
22,25,26,12,187
23,25,26,12,187
24,26,27,12,185
25,30,28,13,179
26,29,28,15,178
27,32,30,15,173
28,32,30,16,172
29,33,30,18,169
30,33,30,19,168
31,35,29,20,166
32,37,31,20,162
33,38,31,20,161
34,39,32,20,159
35,39,34,21,156
36,39,34,21,156
37,39,36,21,154
38,40,37,22,151
39,42,38,22,148
40,41,38,24,147
41,40,38,26,146
42,38,38,28,146
43,39,38,29,144
44,40,38,30,142
45,39,38,31,142
46,40,38,32,140
47,42,39,33,136
48,40,37,37,136
49,40,40,40,130
50,40,39,43,128
51,40,39,45,126
52,40,39,46,125
53,42,38,47,123
54,42,36,50,122
55,40,35,53,122
56,42,35,54,119
57,42,35,55,118
58,45,37,57,111
59,45,36,59,110
60,45,36,62,107
61,44,37,63,106
62,44,36,66,104
63,43,35,69,103
64,43,35,69,103
65,43,35,72,100
66,44,35,73,98
67,45,33,75,97
68,45,32,77,96
69,45,31,80,94
70,47,31,82,90
71,45,30,85,90
72,44,30,89,87
73,43,27,95,85
74,43,27,95,85
75,42,27,98,83
76,41,28,103,78
77,40,28,106,76
78,38,27,110,75
79,38,27,112,73
80,37,27,115,71
81,36,28,117,69
82,36,27,119,68
83,32,29,124,65
84,31,30,127,62
85,31,29,131,59
86,31,30,133,56
87,30,30,135,55
88,28,30,138,54
89,25,30,143,52
90,23,30,147,50
91,22,32,149,47
92,22,31,154,43
93,21,31,159,39
94,19,30,163,38
95,18,27,169,36
96,17,27,173,33
97,16,27,176,31
98,15,25,180,30
99,13,24,184,29
100,10,24,187,29
101,10,21,192,27
102,9,21,194,26
103,8,19,199,24
104,8,19,199,24
105,8,16,204,22
106,6,16,207,21
107,6,15,209,20
108,5,14,214,17
109,5,14,215,16
110,5,12,219,14
111,3,12,222,13
112,3,12,224,11
113,3,12,224,11
114,2,12,225,11
115,1,11,228,10
116,1,11,229,9
117,0,11,231,8
118,0,11,233,6
119,0,11,233,6
120,0,11,234,5
121,0,10,236,4
122,0,10,236,4
123,0,9,237,4
124,0,8,239,3
125,0,7,241,2
126,0,7,243,0
127,0,7,243,0
128,0,7,243,0
129,0,7,243,0
130,0,7,243,0
131,0,7,243,0
132,0,7,243,0
133,0,7,243,0
134,0,7,243,0
135,0,7,243,0
136,0,7,243,0
137,0,7,243,0
138,0,7,243,0
139,0,6,244,0
140,0,5,245,0
141,0,5,245,0
142,0,4,246,0
143,0,4,246,0
144,0,4,246,0
145,0,3,247,0
146,0,3,247,0
