tick,blue,yellow,green,uninformed
0,8,4,0,238
1,9,4,0,237
2,10,5,0,235
3,12,6,0,232
4,14,7,0,229
5,15,7,0,228
6,17,7,0,226
7,21,7,0,222
8,24,7,0,219
9,26,10,0,214
10,28,10,0,212
11,34,11,0,205
12,37,11,0,202
13,42,11,0,197
14,43,11,0,196
15,47,12,0,191
16,53,13,0,184
17,57,14,0,179
18,62,14,0,174
19,65,15,0,170
20,68,15,0,167
21,72,15,0,163
22,75,15,0,160
23,81,16,0,153
24,85,18,0,147
25,86,20,0,144
26,88,20,1,141
27,89,20,1,140
28,95,23,1,131
29,99,25,2,124
30,101,29,2,118
31,103,29,3,115
32,107,30,5,108
33,111,34,6,99
34,110,36,8,96
35,115,36,9,90
36,119,37,11,83
37,121,40,13,76
38,122,42,16,70
39,124,44,17,65
40,127,45,17,61
41,129,44,18,59
42,130,44,18,58
43,132,45,19,54
44,135,44,20,51
45,137,43,23,47
46,134,43,26,47
47,133,43,30,44
48,135,43,32,40
49,137,44,32,37
50,134,43,36,37
51,136,43,36,35
52,136,43,37,34
53,138,43,37,32
54,139,43,38,30
55,141,43,38,28
56,142,42,39,27
57,141,41,41,27
58,143,41,41,25
59,144,41,41,24
60,145,42,41,22
61,144,42,43,21
62,147,42,43,18
63,146,42,44,18
64,148,40,46,16
65,149,40,47,14
66,153,40,47,10
67,152,40,48,10
68,152,40,48,10
69,153,40,49,8
70,152,40,52,6
71,155,40,52,3
72,155,37,55,3
73,154,35,58,3
74,154,35,58,3
75,154,35,58,3
76,153,33,61,3
77,155,32,62,1
78,153,32,64,1
79,153,30,66,1
80,153,29,67,1
81,153,29,67,1
82,153,29,67,1
83,153,28,68,1
84,153,28,68,1
85,153,25,71,1
86,153,23,73,1
87,153,22,74,1
88,150,21,78,1
89,149,20,81,0
90,148,20,82,0
91,148,19,83,0
92,148,18,84,0
93,147,17,86,0
94,147,17,86,0
95,145,15,90,0
96,145,14,91,0
97,144,13,93,0
98,143,11,96,0
99,143,10,97,0
100,143,9,98,0
101,142,9,99,0
102,142,8,100,0
103,142,5,103,0
104,141,5,104,0
105,141,5,104,0
