tick,blue,yellow,green,uninformed
0,6,5,0,239
1,6,5,0,239
2,6,6,0,238
3,6,6,0,238
4,7,6,0,237
5,7,7,0,236
6,9,8,0,233
7,11,9,0,230
8,13,10,0,227
9,17,10,0,223
10,18,10,0,222
11,19,11,0,220
12,22,14,0,214
13,27,15,0,208
14,30,18,0,202
15,33,19,0,198
16,35,19,0,196
17,37,18,1,194
18,39,18,1,192
19,42,19,1,188
20,43,19,1,187
21,44,20,1,185
22,45,20,2,183
23,46,20,2,182
24,48,20,2,180
25,50,20,3,177
26,52,20,4,174
27,56,20,5,169
28,62,21,5,162
29,66,21,6,157
30,66,22,6,156
31,69,20,8,153
32,70,20,9,151
33,72,20,9,149
34,73,21,9,147
35,76,21,9,144
36,79,21,9,141
37,81,21,9,139
38,84,21,9,136
39,86,21,10,133
40,88,21,10,131
41,93,20,11,126
42,95,19,13,123
43,98,19,13,120
44,102,20,13,115
45,107,20,13,110
46,107,18,17,108
47,108,17,19,106
48,109,18,19,104
49,112,17,21,100
50,112,17,23,98
51,114,15,25,96
52,117,15,25,93
53,122,16,27,85
54,128,16,28,78
55,128,16,28,78
56,129,16,30,75
57,131,16,32,71
58,134,15,34,67
59,136,15,35,64
60,138,15,37,60
61,140,16,38,56
62,142,18,39,51
63,143,19,39,49
64,145,21,41,43
65,146,21,42,41
66,148,21,43,38
67,151,21,44,34
68,150,22,49,29
69,151,22,49,28
70,151,22,49,28
71,151,22,50,27
72,151,22,52,25
73,151,22,52,25
74,151,22,52,25
75,151,22,52,25
76,152,22,52,24
77,150,22,55,23
78,149,21,57,23
79,149,21,57,23
80,149,22,57,22
81,149,21,58,22
82,148,21,59,22
83,147,21,60,22
84,148,21,61,20
85,148,21,61,20
86,147,21,63,19
87,148,21,63,18
88,149,20,64,17
89,148,20,65,17
90,149,19,66,16
91,149,19,66,16
92,148,19,67,16
93,147,18,69,16
94,146,18,70,16
95,146,17,71,16
96,144,17,73,16
97,143,17,74,16
98,145,18,74,13
99,144,17,77,12
100,144,16,78,12
101,143,13,82,12
102,141,12,85,12
103,141,12,85,12
104,141,13,85,11
105,138,12,89,11
106,138,12,89,11
107,137,10,93,10
108,136,11,94,9
109,135,12,95,8
110,132,12,98,8
111,128,14,102,6
112,126,14,104,6
113,126,14,105,5
114,126,14,105,5
115,125,14,106,5
116,123,14,108,5
117,122,14,109,5
118,121,13,111,5
119,120,15,112,3
120,119,15,113,3
121,118,15,114,3
122,117,16,116,1
123,116,16,117,1
124,116,17,117,0
125,114,16,120,0
126,114,16,120,0
127,113,16,121,0
128,110,14,126,0
129,109,14,127,0
130,109,14,127,0
131,109,13,128,0
132,109,12,129,0
133,107,12,131,0
134,104,12,134,0
135,102,10,138,0
136,102,10,138,0
137,98,10,142,0
138,95,9,146,0
139,94,9,147,0
140,93,9,148,0
141,93,8,149,0
142,91,7,152,0
143,90,7,153,0
144,90,7,153,0
145,89,7,154,0
146,88,6,156,0
147,84,6,160,0
148,77,5,168,0
149,73,5,172,0
150,71,5,174,0
151,71,5,174,0
152,70,5,175,0
153,70,5,175,0
154,68,3,179,0
155,67,3,180,0
156,66,3,181,0
157,66,3,181,0
158,66,3,181,0
159,66,3,181,0
160,65,3,182,0
161,62,3,185,0
162,61,2,187,0
163,60,2,188,0
164,59,2,189,0
165,59,2,189,0
166,57,2,191,0
167,57,1,192,0
168,56,0,194,0
169,56,0,194,0
170,55,0,195,0
171,55,0,195,0
172,53,0,197,0
173,53,0,197,0
174,52,0,198,0
175,52,0,198,0
176,50,0,200,0
177,47,0,203,0
178,44,0,206,0
179,43,0,207,0
180,39,0,211,0
181,37,0,213,0
182,34,0,216,0
183,34,0,216,0
184,32,0,218,0
185,31,0,219,0
186,29,0,221,0
187,26,0,224,0
188,25,0,225,0
189,25,0,225,0
190,23,0,227,0
191,23,0,227,0
192,20,0,230,0
193,19,0,231,0
194,19,0,231,0
195,19,0,231,0
196,17,0,233,0
197,16,0,234,0
198,16,0,234,0
199,15,0,235,0
200,13,0,237,0
201,13,0,237,0
202,12,0,238,0
203,9,0,241,0
204,8,0,242,0
205,8,0,242,0
206,6,0,244,0
207,5,0,245,0
208,4,0,246,0
209,3,0,247,0
210,3,0,247,0
