tick,blue,yellow,green,uninformed
0,6,4,0,240
1,8,4,0,238
2,10,4,0,236
3,10,4,1,235
4,13,4,1,232
5,17,5,1,227
6,18,6,1,225
7,21,7,1,221
8,23,9,1,217
9,25,13,1,211
10,26,16,1,207
11,30,19,1,200
12,30,18,2,200
13,32,20,2,196
14,34,22,2,192
15,38,24,2,186
16,47,25,2,176
17,46,26,5,173
18,48,26,6,170
19,50,27,6,167
20,54,28,7,161
21,55,31,8,156
22,58,32,11,149
23,62,32,12,144
24,65,34,12,139
25,67,33,14,136
26,68,33,15,134
27,67,33,16,134
28,68,34,19,129
29,67,36,23,124
30,68,37,25,120
31,70,36,26,118
32,69,37,28,116
33,70,35,31,114
34,72,32,34,112
35,73,31,37,109
36,74,32,38,106
37,76,33,39,102
38,76,33,41,100
39,79,33,46,92
40,80,32,47,91
41,79,33,49,89
42,79,33,50,88
43,79,32,52,87
44,80,32,53,85
45,83,31,56,80
46,83,30,60,77
47,85,29,61,75
48,85,29,61,75
49,85,29,61,75
50,86,28,63,73
51,87,27,64,72
52,90,25,67,68
53,91,24,68,67
54,93,23,69,65
55,93,22,71,64
56,94,21,74,61
57,93,21,75,61
58,91,17,81,61
59,91,16,83,60
60,91,16,83,60
61,92,16,83,59
62,94,15,84,57
63,95,14,86,55
64,96,14,86,54
65,95,13,89,53
66,95,11,91,53
67,94,11,93,52
68,94,10,96,50
69,94,9,97,50
70,93,7,100,50
71,93,6,101,50
72,93,6,101,50
73,92,6,102,50
74,91,5,106,48
75,92,5,106,47
76,90,5,108,47
77,89,5,109,47
78,88,5,110,47
79,88,5,112,45
80,85,4,116,45
81,85,3,118,44
82,85,3,119,43
83,84,3,124,39
84,84,2,127,37
85,86,2,127,35
86,87,2,130,31
87,85,2,133,30
88,81,2,140,27
89,82,2,140,26
90,80,2,142,26
91,78,2,144,26
92,77,2,145,26
93,74,2,148,26
94,72,1,152,25
95,68,1,157,24
96,67,1,159,23
97,67,1,159,23
98,66,1,163,20
99,65,1,165,19
100,61,1,169,19
101,60,1,171,18
102,60,1,171,18
103,58,1,173,18
104,56,1,175,18
105,55,1,176,18
106,53,1,180,16
107,53,1,180,16
108,50,1,183,16
109,49,1,184,16
110,47,1,187,15
111,46,1,189,14
112,45,1,190,14
113,44,1,192,13
114,43,1,193,13
115,42,1,194,13
116,42,1,195,12
117,40,0,198,12
118,40,0,198,12
119,40,0,199,11
120,39,0,200,11
121,37,0,202,11
122,37,0,202,11
123,30,0,209,11
124,28,0,211,11
125,29,0,211,10
126,23,0,217,10
127,20,0,220,10
128,19,0,222,9
129,20,0,222,8
130,18,0,224,8
131,16,0,226,8
132,15,0,228,7
133,14,0,229,7
134,14,0,230,6
135,12,0,232,6
136,12,0,232,6
137,10,0,234,6
138,10,0,236,4
139,9,0,237,4
140,9,0,238,3
141,8,0,239,3
142,8,0,240,2
143,5,0,244,1
144,5,0,244,1
145,3,0,246,1
146,3,0,246,1
147,3,0,246,1
148,3,0,246,1
149,3,0,246,1
150,3,0,246,1
151,3,0,246,1
152,3,0,246,1
153,2,0,247,1
154,2,0,247,1
