tick,blue,yellow,green,uninformed
0,4,8,0,238
1,6,12,0,232
2,6,14,0,230
3,7,16,0,227
4,7,17,0,226
5,7,18,0,225
6,8,19,0,223
7,8,21,0,221
8,9,24,0,217
9,10,25,0,215
10,11,26,0,213
11,12,27,0,211
12,14,29,0,207
13,15,30,0,205
14,15,32,0,203
15,15,35,0,200
16,17,39,0,194
17,17,39,1,193
18,18,40,3,189
19,20,41,4,185
20,22,41,4,183
21,23,42,6,179
22,24,44,7,175
23,23,48,8,171
24,24,51,8,167
25,22,53,10,165
26,22,54,11,163
27,24,57,11,158
28,25,60,12,153
29,28,65,14,143
30,28,68,16,138
31,27,68,19,136
32,26,72,20,132
33,27,78,21,124
34,28,85,22,115
35,29,88,24,109
36,31,91,24,104
37,32,95,24,99
38,32,97,25,96
39,32,99,27,92
40,31,102,30,87
41,30,103,32,85
42,30,106,33,81
43,30,107,33,80
44,28,110,36,76
45,28,113,37,72
46,28,115,37,70
47,28,116,38,68
48,26,116,40,68
49,27,122,40,61
50,27,125,41,57
51,27,126,41,56
52,27,127,41,55
53,28,130,41,51
54,29,132,43,46
55,29,130,45,46
56,28,130,47,45
57,26,132,49,43
58,25,132,50,43
59,26,133,50,41
60,25,135,51,39
61,24,139,53,34
62,23,141,54,32
63,22,144,55,29
64,22,144,55,29
65,21,144,58,27
66,20,145,59,26
67,19,148,61,22
68,20,149,62,19
69,20,150,62,18
70,16,151,66,17
71,16,151,68,15
72,15,153,69,13
73,13,154,72,11
74,13,153,73,11
75,11,154,75,10
76,9,152,80,9
77,9,153,80,8
78,9,152,81,8
79,9,154,82,5
80,8,154,83,5
81,7,152,86,5
82,7,148,90,5
83,6,148,91,5
84,6,145,95,4
85,5,146,97,2
86,5,145,98,2
87,4,143,101,2
88,4,143,101,2
89,3,144,102,1
90,3,143,103,1
91,3,142,104,1
92,2,141,106,1
93,1,140,108,1
94,1,140,108,1
95,1,138,110,1
96,1,134,114,1
97,1,134,114,1
98,1,132,116,1
99,1,130,118,1
100,1,126,122,1
101,1,124,124,1
102,0,119,130,1
103,0,117,132,1
104,0,113,136,1
105,0,112,137,1
106,0,111,138,1
107,0,110,139,1
108,0,108,141,1
109,0,108,141,1
110,0,106,143,1
111,0,106,143,1
112,0,105,144,1
113,0,101,148,1
114,0,99,150,1
115,0,98,151,1
116,0,97,152,1
117,0,96,153,1
118,0,95,154,1
119,0,94,155,1
120,0,93,156,1
121,0,93,156,1
122,0,93,156,1
123,0,93,156,1
124,0,92,157,1
125,0,91,158,1
126,0,89,160,1
127,0,88,161,1
128,0,88,161,1
129,0,86,164,0
130,0,84,166,0
131,0,83,167,0
132,0,81,169,0
133,0,81,169,0
134,0,80,170,0
135,0,75,175,0
136,0,74,176,0
137,0,74,176,0
138,0,70,180,0
139,0,68,182,0
140,0,67,183,0
141,0,64,186,0
142,0,62,188,0
143,0,59,191,0
144,0,58,192,0
145,0,56,194,0
146,0,55,195,0
147,0,52,198,0
148,0,50,200,0
149,0,48,202,0
150,0,47,203,0
151,0,46,204,0
152,0,43,207,0
153,0,39,211,0
154,0,36,214,0
155,0,34,216,0
156,0,33,217,0
157,0,31,219,0
158,0,29,221,0
159,0,28,222,0
160,0,28,222,0
161,0,28,222,0
162,0,28,222,0
163,0,27,223,0
164,0,26,224,0
165,0,25,225,0
166,0,23,227,0
167,0,22,228,0
168,0,21,229,0
169,0,19,231,0
170,0,14,236,0
171,0,13,237,0
172,0,12,238,0
173,0,12,238,0
174,0,11,239,0
175,0,11,239,0
176,0,10,240,0
177,0,9,241,0
178,0,8,242,0
179,0,6,244,0
180,0,5,245,0
181,0,4,246,0
182,0,4,246,0
183,0,4,246,0
184,0,4,246,0
185,0,4,246,0
186,0,4,246,0
187,0,4,246,0
188,0,4,246,0
189,0,4,246,0
190,0,3,247,0
191,0,3,247,0
