tick,blue,yellow,green,uninformed
0,5,6,0,239
1,6,5,1,238
2,6,5,1,238
3,7,5,2,236
4,10,6,2,232
5,11,7,2,230
6,12,8,2,228
7,15,9,2,224
8,17,10,3,220
9,19,11,3,217
10,21,11,3,215
11,25,13,3,209
12,27,15,3,205
13,27,15,4,204
14,26,16,5,203
15,28,19,5,198
16,29,21,5,195
17,30,22,6,192
18,32,22,6,190
19,33,24,9,184
20,35,25,10,180
21,35,27,10,178
22,35,31,10,174
23,37,32,11,170
24,39,34,12,165
25,39,36,13,162
26,42,38,14,156
27,44,42,14,150
28,45,45,15,145
29,45,43,19,143
30,46,43,20,141
31,48,47,20,135
32,48,48,21,133
33,49,50,22,129
34,52,50,23,125
35,54,50,25,121
36,52,51,29,118
37,52,52,29,117
38,51,53,30,116
39,52,52,33,113
40,49,53,37,111
41,49,54,38,109
42,46,54,43,107
43,48,53,45,104
44,49,55,46,100
45,49,54,49,98
46,48,55,52,95
47,47,55,56,92
48,47,54,60,89
49,49,54,61,86
50,49,54,61,86
51,50,51,65,84
52,48,51,67,84
53,46,50,71,83
54,45,50,74,81
55,45,51,74,80
56,44,52,77,77
57,43,51,80,76
58,43,52,83,72
59,43,53,84,70
60,43,54,85,68
61,43,54,87,66
62,43,55,89,63
63,42,54,91,63
64,40,55,94,61
65,38,55,98,59
66,39,55,98,58
67,37,55,100,58
68,38,56,101,55
69,39,56,101,54
70,40,54,103,53
71,40,51,107,52
72,39,51,110,50
73,40,53,110,47
74,41,54,110,45
75,41,54,112,43
76,42,54,112,42
77,44,53,114,39
78,43,52,117,38
79,41,50,124,35
80,43,50,124,33
81,43,50,125,32
82,42,50,126,32
83,43,49,130,28
84,43,48,132,27
85,43,48,132,27
86,42,48,133,27
87,42,47,134,27
88,41,46,137,26
89,40,45,139,26
90,40,47,139,24
91,40,46,140,24
92,40,44,142,24
93,39,45,143,23
94,38,45,145,22
95,37,47,146,20
96,36,45,149,20
97,36,47,149,18
98,36,45,152,17
99,36,44,155,15
100,36,44,156,14
101,36,44,157,13
102,37,44,158,11
103,37,46,158,9
104,36,46,159,9
105,36,47,159,8
106,36,48,160,6
107,36,48,160,6
108,36,49,160,5
109,36,48,161,5
110,35,48,162,5
111,35,47,163,5
112,34,47,165,4
113,33,46,167,4
114,33,45,168,4
115,33,45,169,3
116,33,45,170,2
117,32,45,171,2
118,32,45,172,1
119,32,45,172,1
120,33,45,172,0
121,33,45,172,0
122,33,44,173,0
123,33,44,173,0
124,31,44,175,0
125,30,44,176,0
126,30,43,177,0
127,29,43,178,0
128,29,42,179,0
129,28,41,181,0
130,28,41,181,0
131,25,41,184,0
132,24,41,185,0
133,24,41,185,0
134,24,41,185,0
135,23,41,186,0
136,21,41,188,0
137,21,41,188,0
138,21,41,188,0
139,20,41,189,0
140,19,41,190,0
141,19,41,190,0
142,18,39,193,0
143,18,38,194,0
144,18,37,195,0
145,16,37,197,0
146,16,37,197,0
147,14,36,200,0
148,13,34,203,0
149,12,34,204,0
150,11,33,206,0
151,11,32,207,0
152,11,32,207,0
153,11,31,208,0
154,10,31,209,0
155,10,29,211,0
156,10,29,211,0
157,10,27,213,0
158,9,26,215,0
159,7,23,220,0
160,6,22,222,0
161,6,20,224,0
162,4,20,226,0
163,4,20,226,0
164,3,16,231,0
165,3,13,234,0
166,3,13,234,0
167,2,12,236,0
168,2,12,236,0
169,2,11,237,0
170,2,11,237,0
171,2,11,237,0
172,2,10,238,0
173,2,10,238,0
174,2,9,239,0
175,2,8,240,0
176,2,8,240,0
177,2,7,241,0
178,2,7,241,0
179,2,6,242,0
180,2,5,243,0
181,2,5,243,0
182,1,5,244,0
183,0,5,245,0
184,0,5,245,0
185,0,5,245,0
186,0,4,246,0
187,0,3,247,0
188,0,3,247,0
