tick,blue,yellow,green,uninformed
0,5,7,0,238
1,7,7,0,236
2,8,9,0,233
3,9,9,0,232
4,10,9,0,231
5,11,9,0,230
6,12,12,0,226
7,13,13,0,224
8,17,13,0,220
9,17,13,0,220
10,17,15,1,217
11,18,15,1,216
12,20,16,1,213
13,22,17,1,210
14,25,17,4,204
15,26,17,5,202
16,27,19,5,199
17,26,20,7,197
18,28,20,9,193
19,29,23,10,188
20,29,25,12,184
21,32,26,13,179
22,31,25,15,179
23,32,28,16,174
24,32,32,18,168
25,32,36,20,162
26,34,38,22,156
27,34,42,24,150
28,33,42,30,145
29,34,41,32,143
30,32,43,36,139
31,32,44,39,135
32,31,45,44,130
33,30,46,47,127
34,30,47,48,125
35,32,48,50,120
36,31,51,53,115
37,30,53,55,112
38,28,54,58,110
39,29,53,60,108
40,28,53,62,107
41,28,54,62,106
42,26,57,64,103
43,27,59,66,98
44,27,59,67,97
45,26,59,69,96
46,27,61,71,91
47,25,62,77,86
48,24,65,79,82
49,24,66,83,77
50,23,66,86,75
51,23,64,89,74
52,24,65,90,71
53,25,63,94,68
54,24,61,98,67
55,24,61,100,65
56,23,63,103,61
57,22,65,104,59
58,21,63,108,58
59,21,61,110,58
60,21,61,113,55
61,19,60,117,54
62,20,62,119,49
63,20,60,123,47
64,20,59,125,46
65,18,60,127,45
66,18,61,129,42
67,18,60,130,42
68,16,63,132,39
69,15,62,135,38
70,12,60,143,35
71,12,61,145,32
72,12,60,147,31
73,12,58,150,30
74,12,56,152,30
75,12,56,153,29
76,11,57,155,27
77,12,54,158,26
78,11,53,160,26
79,11,53,161,25
80,11,50,164,25
81,11,49,166,24
82,11,47,168,24
83,11,47,168,24
84,12,43,172,23
85,10,43,174,23
86,10,41,177,22
87,10,42,177,21
88,10,41,178,21
89,10,40,182,18
90,9,40,183,18
91,9,40,184,17
92,9,41,184,16
93,9,41,184,16
94,7,40,187,16
95,6,41,188,15
96,6,37,193,14
97,6,37,193,14
98,5,35,196,14
99,5,33,198,14
100,5,33,198,14
101,5,31,200,14
102,5,30,201,14
103,5,30,201,14
104,3,31,203,13
105,3,29,205,13
106,2,26,209,13
107,2,24,211,13
108,2,21,215,12
109,2,21,215,12
110,2,18,218,12
111,2,17,219,12
112,2,17,219,12
113,1,18,220,11
114,1,16,222,11
115,1,16,222,11
116,1,14,224,11
117,0,14,225,11
118,0,12,228,10
119,0,11,229,10
120,0,11,229,10
121,0,11,229,10
122,0,9,232,9
123,0,9,233,8
124,0,9,233,8
125,0,7,235,8
126,0,7,235,8
127,0,8,235,7
128,0,8,235,7
129,0,8,235,7
130,0,8,235,7
131,0,8,235,7
132,0,8,235,7
133,0,7,236,7
134,0,8,236,6
135,0,9,236,5
136,0,9,236,5
137,0,9,236,5
138,0,9,236,5
139,0,10,236,4
140,0,10,236,4
141,0,10,236,4
142,0,11,236,3
143,0,11,236,3
144,0,11,236,3
145,0,11,236,3
146,0,11,236,3
147,0,11,236,3
148,0,12,236,2
149,0,12,236,2
150,0,12,236,2
151,0,12,237,1
152,0,12,237,1
153,0,11,238,1
154,0,11,238,1
155,0,11,238,1
156,0,11,238,1
157,0,11,238,1
158,0,11,238,1
159,0,11,238,1
160,0,11,238,1
161,0,11,238,1
162,0,11,238,1
163,0,11,238,1
164,0,11,238,1
165,0,11,238,1
166,0,11,238,1
167,0,11,238,1
168,0,11,238,1
169,0,11,238,1
170,0,11,238,1
171,0,11,238,1
172,0,11,238,1
173,0,11,238,1
174,0,11,238,1
175,0,11,238,1
176,0,11,238,1
177,0,11,238,1
178,0,11,238,1
179,0,11,238,1
180,0,11,238,1
181,0,11,238,1
182,0,11,238,1
183,0,11,238,1
184,0,11,238,1
185,0,11,238,1
186,0,11,239,0
187,0,11,239,0
188,0,11,239,0
189,0,11,239,0
190,0,11,239,0
191,0,11,239,0
192,0,11,239,0
193,0,11,239,0
194,0,11,239,0
195,0,11,239,0
196,0,11,239,0
197,0,11,239,0
198,0,11,239,0
199,0,11,239,0
200,0,11,239,0
201,0,11,239,0
202,0,11,239,0
203,0,11,239,0
204,0,11,239,0
205,0,11,239,0
206,0,11,239,0
207,0,11,239,0
208,0,11,239,0
209,0,11,239,0
210,0,11,239,0
211,0,11,239,0
212,0,11,239,0
213,0,11,239,0
214,0,11,239,0
215,0,11,239,0
216,0,11,239,0
217,0,11,239,0
218,0,11,239,0
219,0,11,239,0
220,0,11,239,0
221,0,11,239,0
222,0,11,239,0
223,0,11,239,0
224,0,11,239,0
225,0,11,239,0
226,0,11,239,0
227,0,11,239,0
228,0,11,239,0
229,0,11,239,0
230,0,11,239,0
231,0,11,239,0
232,0,11,239,0
233,0,11,239,0
234,0,11,239,0
235,0,11,239,0
236,0,11,239,0
237,0,11,239,0
238,0,11,239,0
239,0,11,239,0
240,0,11,239,0
241,0,11,239,0
242,0,9,241,0
243,0,9,241,0
244,0,9,241,0
245,0,8,242,0
246,0,8,242,0
247,0,7,243,0
248,0,7,243,0
249,0,7,243,0
250,0,7,243,0
251,0,6,244,0
252,0,6,244,0
253,0,6,244,0
254,0,6,244,0
255,0,5,245,0
256,0,5,245,0
257,0,4,246,0
258,0,4,246,0
259,0,4,246,0
260,0,4,246,0
261,0,3,247,0
262,0,3,247,0
