tick,blue,yellow,green,uninformed
0,4,8,0,238
1,5,8,0,237
2,6,10,0,234
3,7,10,0,233
4,8,13,0,229
5,8,16,0,226
6,10,19,0,221
7,10,20,0,220
8,12,24,0,214
9,14,24,0,212
10,14,25,0,211
11,15,25,0,210
12,15,26,0,209
13,16,30,0,204
14,17,32,0,201
15,19,33,0,198
16,19,33,0,198
17,20,33,0,197
18,20,35,0,195
19,20,36,0,194
20,20,38,0,192
21,21,42,0,187
22,21,44,0,185
23,23,48,0,179
24,23,51,0,176
25,25,54,0,171
26,28,58,0,164
27,28,62,0,160
28,30,68,0,152
29,32,69,1,148
30,31,72,2,145
31,31,75,2,142
32,32,75,3,140
33,34,78,3,135
34,35,79,4,132
35,34,82,5,129
36,34,85,5,126
37,34,85,6,125
38,34,88,7,121
39,34,91,7,118
40,33,91,9,117
41,34,94,9,113
42,35,97,9,109
43,34,96,13,107
44,32,101,15,102
45,32,103,16,99
46,32,104,18,96
47,29,104,22,95
48,31,102,25,92
49,32,99,29,90
50,31,98,32,89
51,31,97,36,86
52,33,98,38,81
53,33,101,40,76
54,32,99,45,74
55,31,102,46,71
56,30,104,47,69
57,31,105,48,66
58,31,104,50,65
59,30,101,55,64
60,30,100,57,63
61,29,102,58,61
62,28,101,61,60
63,27,101,62,60
64,27,100,65,58
65,28,97,71,54
66,28,96,73,53
67,27,97,74,52
68,29,96,77,48
69,27,97,82,44
70,28,99,86,37
71,27,100,88,35
72,27,98,91,34
73,27,94,96,33
74,27,92,99,32
75,27,91,101,31
76,27,91,101,31
77,27,85,108,30
78,28,85,110,27
79,27,84,112,27
80,27,82,115,26
81,27,82,117,24
82,27,79,121,23
83,27,79,121,23
84,28,77,123,22
85,27,75,126,22
86,26,74,128,22
87,25,72,131,22
88,25,70,134,21
89,25,70,136,19
90,26,67,139,18
91,26,66,140,18
92,26,63,143,18
93,26,61,145,18
94,27,57,150,16
95,27,54,153,16
96,27,51,157,15
97,27,48,160,15
98,28,48,161,13
99,28,48,161,13
100,28,48,161,13
101,28,44,166,12
102,28,42,170,10
103,28,41,172,9
104,28,39,174,9
105,29,34,179,8
106,29,34,179,8
107,29,31,182,8
108,29,31,184,6
109,29,29,186,6
110,29,27,188,6
111,29,25,190,6
112,29,24,193,4
113,29,22,195,4
114,29,21,197,3
115,28,19,200,3
116,28,17,202,3
117,27,16,205,2
118,27,16,205,2
119,27,14,207,2
120,27,14,207,2
121,27,13,208,2
122,26,13,209,2
123,26,13,209,2
124,26,12,210,2
125,26,12,210,2
126,26,11,211,2
127,26,10,212,2
128,26,10,212,2
129,26,8,214,2
130,26,8,214,2
131,25,8,215,2
132,24,8,216,2
133,24,7,217,2
134,22,5,222,1
135,21,4,224,1
136,20,4,225,1
137,20,4,225,1
138,20,2,227,1
139,19,2,228,1
140,20,2,228,0
141,20,2,228,0
142,20,2,228,0
143,20,2,228,0
144,20,2,228,0
145,17,2,231,0
146,15,1,234,0
147,14,1,235,0
148,11,0,239,0
149,10,0,240,0
150,9,0,241,0
151,8,0,242,0
152,8,0,242,0
153,5,0,245,0
154,5,0,245,0
155,4,0,246,0
156,4,0,246,0
157,4,0,246,0
158,3,0,247,0
159,3,0,247,0
