tick,blue,yellow,green,uninformed
0,7,3,0,240
1,7,4,0,239
2,8,4,0,238
3,11,4,0,235
4,11,4,0,235
5,12,5,0,233
6,12,5,0,233
7,15,6,0,229
8,18,6,0,226
9,20,6,0,224
10,22,6,0,222
11,24,8,0,218
12,25,8,0,217
13,27,8,0,215
14,30,10,0,210
15,31,10,0,209
16,34,14,0,202
17,35,14,1,200
18,36,16,1,197
19,41,16,1,192
20,42,18,2,188
21,44,17,3,186
22,47,17,3,183
23,48,18,4,180
24,50,19,5,176
25,54,18,6,172
26,58,20,6,166
27,57,20,7,166
28,57,20,9,164
29,60,21,9,160
30,64,21,9,156
31,64,22,9,155
32,63,22,11,154
33,67,23,11,149
34,67,22,13,148
35,67,21,14,148
36,66,20,17,147
37,66,21,17,146
38,65,21,18,146
39,67,21,19,143
40,68,22,21,139
41,70,22,24,134
42,71,22,24,133
43,72,23,24,131
44,73,24,25,128
45,73,25,25,127
46,71,25,27,127
47,75,25,29,121
48,77,25,30,118
49,77,25,33,115
50,81,27,33,109
51,80,28,35,107
52,79,28,37,106
53,80,30,37,103
54,84,30,37,99
55,85,29,39,97
56,86,30,40,94
57,87,31,41,91
58,89,31,42,88
59,90,33,43,84
60,90,35,45,80
61,89,36,47,78
62,87,36,52,75
63,89,37,53,71
64,89,36,56,69
65,92,35,57,66
66,91,35,59,65
67,90,36,61,63
68,90,37,62,61
69,90,39,63,58
70,90,39,64,57
71,90,40,65,55
72,91,42,65,52
73,90,44,68,48
74,88,45,71,46
75,87,44,73,46
76,88,43,75,44
77,87,44,77,42
78,87,45,78,40
79,86,46,79,39
80,86,46,79,39
81,85,46,81,38
82,83,46,84,37
83,81,45,88,36
84,78,46,93,33
85,78,49,95,28
86,76,46,101,27
87,76,47,102,25
88,76,49,102,23
89,76,49,103,22
90,75,50,105,20
91,76,51,105,18
92,73,50,109,18
93,73,50,110,17
94,71,49,113,17
95,69,48,116,17
96,66,48,119,17
97,60,47,126,17
98,60,47,126,17
99,59,44,131,16
100,58,43,133,16
101,57,43,134,16
102,55,44,137,14
103,46,44,147,13
104,45,45,149,11
105,43,45,151,11
106,39,44,156,11
107,37,45,158,10
108,37,44,160,9
109,35,43,163,9
110,31,43,167,9
111,30,44,168,8
112,28,43,171,8
113,26,44,173,7
114,25,44,174,7
115,24,44,175,7
116,23,44,177,6
117,21,44,179,6
118,20,44,180,6
119,20,44,181,5
120,20,44,181,5
121,19,45,183,3
122,16,44,187,3
123,16,44,188,2
124,14,44,190,2
125,12,44,192,2
126,10,44,194,2
127,10,44,194,2
128,10,44,194,2
129,9,43,196,2
130,9,43,196,2
131,8,44,197,1
132,8,44,197,1
133,7,41,201,1
134,6,40,203,1
135,6,39,204,1
136,6,38,205,1
137,5,37,207,1
138,3,37,209,1
139,3,36,210,1
140,3,35,211,1
141,3,33,213,1
142,3,33,213,1
143,3,32,214,1
144,2,29,218,1
145,2,29,218,1
146,2,29,218,1
147,2,28,219,1
148,2,28,219,1
149,1,28,220,1
150,1,28,220,1
151,1,28,220,1
152,1,27,221,1
153,1,27,221,1
154,0,27,223,0
155,0,26,224,0
156,0,25,225,0
157,0,25,225,0
158,0,25,225,0
159,0,24,226,0
160,0,22,228,0
161,0,22,228,0
162,0,22,228,0
163,0,22,228,0
164,0,21,229,0
165,0,21,229,0
166,0,21,229,0
167,0,20,230,0
168,0,19,231,0
169,0,19,231,0
170,0,19,231,0
171,0,19,231,0
172,0,19,231,0
173,0,19,231,0
174,0,19,231,0
175,0,19,231,0
176,0,19,231,0
177,0,18,232,0
178,0,18,232,0
179,0,18,232,0
180,0,18,232,0
181,0,18,232,0
182,0,18,232,0
183,0,18,232,0
184,0,18,232,0
185,0,18,232,0
186,0,18,232,0
187,0,18,232,0
188,0,18,232,0
189,0,18,232,0
190,0,17,233,0
191,0,17,233,0
192,0,17,233,0
193,0,17,233,0
194,0,17,233,0
195,0,17,233,0
196,0,16,234,0
197,0,16,234,0
198,0,16,234,0
199,0,16,234,0
200,0,16,234,0
201,0,16,234,0
202,0,16,234,0
203,0,15,235,0
204,0,14,236,0
205,0,14,236,0
206,0,14,236,0
207,0,13,237,0
208,0,12,238,0
209,0,12,238,0
210,0,12,238,0
211,0,11,239,0
212,0,11,239,0
213,0,10,240,0
214,0,10,240,0
215,0,10,240,0
216,0,10,240,0
217,0,10,240,0
218,0,9,241,0
219,0,8,242,0
220,0,8,242,0
221,0,8,242,0
222,0,8,242,0
223,0,8,242,0
224,0,8,242,0
225,0,8,242,0
226,0,8,242,0
227,0,8,242,0
228,0,8,242,0
229,0,8,242,0
230,0,8,242,0
231,0,8,242,0
232,0,8,242,0
233,0,8,242,0
234,0,8,242,0
235,0,8,242,0
236,0,8,242,0
237,0,8,242,0
238,0,8,242,0
239,0,8,242,0
240,0,8,242,0
241,0,8,242,0
242,0,8,242,0
243,0,8,242,0
244,0,8,242,0
245,0,8,242,0
246,0,8,242,0
247,0,8,242,0
248,0,8,242,0
249,0,8,242,0
250,0,8,242,0
251,0,8,242,0
252,0,8,242,0
253,0,8,242,0
254,0,8,242,0
255,0,8,242,0
256,0,7,243,0
257,0,7,243,0
258,0,7,243,0
259,0,7,243,0
260,0,7,243,0
261,0,5,245,0
262,0,5,245,0
263,0,5,245,0
264,0,5,245,0
265,0,5,245,0
266,0,5,245,0
267,0,4,246,0
268,0,4,246,0
269,0,4,246,0
270,0,4,246,0
271,0,4,246,0
272,0,4,246,0
273,0,3,247,0
274,0,3,247,0
